PlotID,Sub-plot,Species,Tree_class,DBH,Height_class,Height,Crown_base_height,Insect,Comments
FR57,B1,Pl,5,17.8,NA,15.9,NA,N,char
FR57,B1,Pl,5,23.1,NA,16.5,NA,N,char
FR58,B1,UC,6,14.1,NA,4.3,NA,N,char
FR58,B1,Pl,5,14.4,NA,15.7,NA,N,NA
FR58,B1,Pl,6,12.9,NA,11.7,NA,N,char
FR58,B1,Pl,4,17.6,NA,17.3,NA,N,NA
FR58,B1,Pl,4,17.7,NA,18.3,NA,N,NA
FR58,B1,Pl,4,16.2,NA,17.3,NA,N,NA
FR58,B1,Pl,4,22.1,NA,18.4,NA,N,char
FR58,B1,Pl,4,13.1,NA,15.4,NA,N,char
FR58,B1,Pl,4,15.8,NA,13.3,NA,N,char
FR58,B1,Pl,4,13.8,NA,18.4,NA,N,char
FR58,B1,Pl,4,14,NA,7,NA,N,char
FR58,B1,Pl,4,16.7,NA,18.7,NA,N,char
FR58,B1,Pl,4,14.9,NA,15.5,NA,N,char
FR58,B1,Pl,4,23.7,NA,18.8,NA,N,char
FR58,B1,Pl,4,20.7,NA,18.5,NA,N,char
FR59,B1,Pl,6,16.9,NA,2.2,NA,N,char
FR59,B1,Pl,4,23.6,NA,23.7,NA,galleries,NA
FR60,B1,Pl,1,14.4,2,13.7,10.6,N,broken top
FR60,B1,Pl,1,14,2,13.2,8.6,N,mechanical damage
FR60,B1,Pl,1,17.1,2,16.7,11,N,NA
FR60,B1,Pl,1,16.6,2,16.6,12.3,N,NA
FR60,B1,Pl,1,20.4,1,19.2,12.3,N,mechanical damage
FR60,B1,Pl,1,13.7,2,11.6,7.6,N,mechanical damage
FR60,B1,Sx,1,12.8,3,8.2,0.9,aphids,NA
FR60,B1,Pl,1,13.3,2,15.7,11.6,N,mechanical damage
FR60,B1,Pl,1,14.9,2,15.9,10.9,N,mechanical damage
FR60,B1,Sx,1,15.5,3,8,2.2,aphids,mechanical damage
FR60,B1,Pl,1,16.2,2,15.4,11.5,N,mechanical damage
FR60,B1,Pl,4,14.3,NA,17.5,NA,N,NA
FR60,B1,Pl,1,17.4,2,15.5,11.9,N,NA
FR60,B1,Pl,1,15.3,2,15.4,11.5,N,NA
FR60,B1,Pl,1,17.4,2,15.5,5.2,N,mechanical damage
FR60,B1,Sx,1,21.6,2,16.2,0.8,aphids,NA
FR60,B1,Pl,1,13,2,13.7,10.1,N,NA
FR60,B1,Pl,4,13.2,NA,13.5,NA,N,NA
FR60,B1,Sx,1,24.4,2,13.7,2.8,N,mechanical damage
FR60,B1,Pl,4,16.2,NA,13.4,NA,galleries,NA
FR60,B1,Pl,1,17.7,2,14.8,3.8,N,mechanical damage
FR61,B1,Sx,1,13.4,2,13.2,3,N,NA
FR61,B1,Pl,1,18.1,2,13,4.1,N,fire scar
FR61,B1,Pl,1,14.1,2,13.2,7,N,fire scar
FR61,B1,Pl,1,13,2,12.3,6.6,N,"fire scar, mechanical damage"
FR61,B1,Pl,4,12.7,NA,11.5,NA,N,NA
FR61,B1,Pl,1,12.8,2,11.6,6.1,N,NA
FR61,B1,Pl,4,14.8,NA,13.4,NA,N,NA
FR61,B1,Pl,1,12.6,2,11.4,6.1,N,fire scar
FR61,B1,UC,4,12.6,NA,13.3,NA,N,NA
FR61,B1,Pl,1,13.9,2,12.8,4.9,N,fire scar
FR61,B1,Pl,1,14.4,2,14.5,6.8,N,fire scar
FR61,B1,Pl,4,14.2,NA,14.3,NA,N,NA
FR61,B1,Pl,4,18,NA,13.5,NA,N,NA
FR62,B1,Pl,1,13.8,2,12.9,5.4,N,NA
FR62,B1,Pl,1,14.6,2,13.6,6.2,N,NA
FR62,B1,Pl,1,14.3,2,12.3,4.9,N,scar
FR62,B1,Pl,1,15.2,2,12.2,4.5,N,NA
FR62,B1,Pl,1,13.9,2,11.4,4.5,N,NA
FR62,B1,Pl,1,15.6,2,14.1,5.7,N,NA
FR62,B1,Pl,1,14.9,2,13.4,7.1,N,NA
FR62,B1,Pl,1,14.5,2,13.2,7.1,N,NA
FR62,B1,Pl,1,14.2,2,12.5,6.4,N,NA
FR62,B1,Pl,1,15.2,2,12.6,6.3,N,NA
FR62,B1,Pl,1,13,2,13.3,6,N,NA
FR62,B1,Pl,1,13.1,2,13.9,6.1,N,NA
FR62,B1,Pl,1,13.3,2,12.9,5.7,N,NA
FR62,B1,Pl,1,12.7,2,12.7,6.5,gall,NA
FR62,B1,Pl,1,15.5,2,13.3,6.6,gall,NA
FR62,B1,Pl,1,13.1,2,13.1,6.4,gall,NA
FR62,B1,Pl,1,15,2,14.8,4.6,gall,NA
FR62,B1,Pl,1,14.8,2,12.8,4.4,N,NA
FR62,B1,Pl,1,13.9,2,13,5.8,N,NA
FR62,B1,Pl,1,13.1,2,10.5,3,N,NA
FR62,B1,Pl,1,15.9,2,13.4,6.1,N,NA
FR62,B1,Pl,1,13.2,2,13,6,N,NA
FR62,B1,Pl,1,15.7,2,13.4,3,N,NA
FR62,B1,Pl,1,14.9,2,11.8,3.5,N,NA
FR62,B1,Pl,1,12.7,2,10.5,3,gall,NA
FR62,B1,Pl,1,13.4,2,10.2,3,N,NA
FR62,B1,Pl,1,14.3,2,12,5.6,N,NA
FR62,B1,Pl,1,13.8,2,10,4,N,NA
FR63,B1,Pl,1,12.6,2,9.9,4,N,forked
FR63,B1,Pl,1,13.4,2,12.4,4.9,N,NA
FR63,B1,Pl,1,13.7,2,12.4,4.9,N,NA
FR63,B1,Pl,1,12.7,2,13.5,5.7,N,NA
FR63,B1,Pl,1,13.8,2,13.5,4.7,N,NA
FR63,B1,Pl,1,13.8,2,11.6,4.4,blister rust,NA
FR63,B1,Pl,1,15.3,2,13.9,5.9,N,NA
FR63,B1,Pl,1,12.8,2,11.6,5.3,N,forked
FR63,B1,Pl,1,13.1,2,10.4,5.7,N,NA
FR64,B1,Pl,1,12.7,2,12.9,8.4,N,NA
FR64,B1,Pl,1,13.5,1,14.5,8.9,N,mechanical damage
FR64,B1,Pl,1,14.1,1,17.1,10,N,NA
FR64,B1,Pl,1,13.5,1,15.5,9.6,N,scar
FR64,B1,Pl,1,13,1,17.1,10,N,NA
FR64,B1,Pl,1,16.7,1,18.6,8.9,N,NA
FR64,B1,Pl,1,13.8,1,17.2,9.9,N,NA
FR64,B1,Pl,1,15.5,1,16.9,8.3,N,NA
FR64,B1,Pl,1,13.5,1,15.3,8.3,N,NA
FR65,B1,Pl,1,12.8,2,11.3,4.1,N,NA
FR65,B1,Pl,1,14,2,12.8,4,N,NA
FR65,B1,Pl,1,13.7,2,12.6,3.8,N,NA
FR65,B1,Pl,1,12.6,2,11.9,4.1,Y,NA
FR65,B1,Pl,1,16.9,2,12,4,N,NA
FR65,B1,Pl,1,13.9,2,13.5,4.4,N,NA
FR65,B1,Pl,1,15.6,2,11.9,4.6,N,NA
FR65,B1,Pl,1,15.5,2,12,4.6,gall,NA
FR65,B1,Pl,1,14,2,12,4.5,N,NA
FR65,B1,Pl,1,12.7,2,11.8,4.4,blister rust,NA
FR65,B1,Pl,1,14.3,2,10.7,4.2,N,NA
FR65,B1,Pl,1,13.9,2,12.1,4.6,N,NA
FR65,B1,Pl,1,12.7,2,12.2,3.6,blister rust,NA
FR65,B1,Pl,1,16.8,2,13.5,3.8,N,NA
FR65,B1,Pl,1,18.9,2,12.5,4.5,blister rust,NA
FR65,B1,Pl,2,14.1,2,10.9,3.2,blister rust,NA
FR65,B1,Pl,1,16.2,2,14.2,3.8,N,NA
FR65,B1,Pl,1,18.1,2,13.7,3.9,N,NA
FR65,B1,Pl,1,14,2,13.7,4,N,NA
FR65,B1,Pl,1,15.5,2,13.1,2.4,N,NA
FR65,B1,Pl,1,18.1,2,13.3,3.6,N,NA
FR65,B1,Pl,1,21.2,2,13,2.6,gall,NA
FR65,B1,Pl,1,15,2,13.1,2.8,N,NA
FR65,B1,Pl,1,20.5,2,12.4,2.4,blister rust,NA
FR65,B1,Pl,1,20.1,2,14.6,3,N,NA
FR66,B1,Pl,1,12.6,2,15.1,8.4,N,NA
FR66,B1,Pl,1,12.7,2,15.6,8.9,N,NA
FR66,B1,Pl,1,13.6,2,14.5,8.1,N,NA
FR66,B1,Pl,1,14.4,2,14.8,7.8,N,NA
FR66,B1,Pl,1,12.9,2,15.5,9.2,N,NA
FR66,B1,Pl,1,13.6,2,15.2,9.2,N,scar
FR66,B1,Pl,1,16.3,2,16.8,8.9,N,NA
FR66,B1,Pl,1,13.2,2,14.3,8.3,N,NA
FR67,B1,Pl,1,14.6,2,9.7,2.7,N,NA
FR67,B1,Pl,1,13.8,2,9.8,3,N,NA
FR67,B1,Pl,1,12.7,2,12.4,3.6,N,NA
FR67,B1,Pl,1,12.6,2,11.3,4.5,N,NA
FR67,B1,Pl,1,12.7,2,10.3,4.6,N,NA
FR67,B1,Pl,1,13.9,2,9.3,4.5,gall,NA
FR67,B1,Pl,1,12.7,2,8.4,4,N,NA
FR67,B1,Pl,1,14.2,2,10.6,4.5,N,NA
FR67,B1,Pl,1,13.4,2,10.6,4.7,gall,NA
FR67,B1,Pl,1,13,2,13.3,5.4,gall,NA
FR67,B1,Pl,1,14.8,2,12.8,5.4,N,NA
FR67,B1,Pl,1,15.6,2,12.9,5.4,N,NA
FR67,B1,Pl,1,13,2,13.3,5.6,gall,NA
FR67,B1,Pl,1,14,2,12,5.3,N,NA
FR67,B1,Pl,1,12.8,2,13.4,7.1,gall,NA
FR67,B1,Pl,1,14.5,2,13.7,7.1,gall,NA
FR67,B1,Pl,1,15.2,2,13.3,5.3,blister rust,NA
FR67,B1,Pl,1,15.1,2,12.8,5.3,gall,NA
FR67,B1,Pl,1,15,2,12.4,4.8,N,NA
FR67,B1,Pl,1,13.4,2,11.8,4.8,N,NA
FR67,B1,Pl,1,13.6,2,12.5,5.7,gall,NA
FR67,B1,Pl,1,14,2,12.4,5.7,N,NA
FR67,B1,Pl,1,14,2,12.3,5.5,gall,NA
FR67,B1,Pl,1,14.3,2,12.4,5.5,N,NA
FR67,B1,Pl,1,13.6,2,12.2,5.6,N,NA
FR68,B1,Pl,1,13.9,2,13,7.3,N,NA
FR68,B1,Pl,1,12.9,2,13.9,7.3,N,NA
FR68,B1,Pl,1,12.9,2,13.3,7.3,N,NA
FR68,B1,Pl,1,14.5,2,14.8,8,N,NA
FR68,B1,Pl,1,13.7,2,13.1,6.3,N,NA
FR68,B1,Pl,1,13,2,18.2,6.5,N,NA
FR68,B1,Pl,1,12.6,2,14.2,5.9,blister rust,NA
FR68,B1,Pl,1,13.2,2,14.1,6.7,gall,NA
FR68,B1,Pl,1,13.7,2,14,8.2,N,NA
FR68,B1,Pl,1,13.3,2,13.9,7.2,N,NA
FR68,B1,Pl,1,13.3,2,12.4,7.3,N,NA
FR68,B1,Pl,1,12.8,2,14.5,8,N,NA
FR68,B1,Pl,1,17.7,2,16.3,7.2,N,NA
FR68,B1,Pl,1,15.9,2,16,7.2,N,scar at base
FR68,B1,Pl,1,15,2,15.2,8.2,N,NA
FR68,B1,Pl,1,15.2,2,14.8,7.8,gall,NA
FR68,B1,Pl,1,14.4,2,14,7.2,N,NA
FR68,B1,Pl,1,12.8,2,14.5,7.7,N,NA
FR69,B1,Pl,1,19.1,2,19.3,12.5,N,mechanical damage
FR69,B1,Pl,1,15.5,2,18.3,10.9,N,NA
FR69,B1,Pl,1,16.7,2,19.8,14.2,N,mechanical damage
FR69,B1,Pl,1,16.8,2,19.8,12.5,N,mechanical damage
FR69,B1,Pl,1,16.3,2,19.6,12.5,N,mechanical damage
FR69,B1,Pl,3,13.9,NA,10.5,NA,N,broken top
FR69,B1,Pl,2,13.4,2,13.6,10.5,N,NA
FR69,B1,Pl,1,14.8,2,16.9,12.1,N,mechanical damage
FR69,B1,Pl,2,14.2,2,16.6,12.1,N,mechanical damage
FR69,B1,Pl,1,13.8,2,17.9,9.9,N,NA
FR69,B1,Pl,1,16.3,2,17.9,9.9,N,mechanical damage
FR69,B1,Pl,1,20,2,18.9,10.8,N,NA
FR69,B1,Pl,1,14.4,2,17.9,10.8,N,NA
FR69,B1,Pl,1,13,2,17.6,12,N,mechanical damage
FR69,B1,Pl,1,13.1,2,17.8,12,N,NA
FR69,B1,Pl,3,12.9,NA,11,NA,N,broken top
FR69,B1,Pl,1,13.8,2,17.1,10.8,N,mechanical damage
FR69,B1,Pl,1,15.5,2,17.5,10.8,N,mechanical damage
FR69,B1,Pl,1,13,2,16.7,10.3,N,mechanical damage
FR69,B1,Pl,1,18.7,1,19.4,12,N,mechanical damage
FR69,B1,Pl,1,15,2,11.8,8.9,N,NA
FR69,B1,Pl,1,16.3,2,17.6,11.4,N,mechanical damage
FR69,B1,Pl,1,18.3,2,18,11.3,N,NA
FR69,B1,Pl,1,16.3,2,17.6,11.4,N,NA
FR69,B1,Pl,1,14.2,2,16,11.3,N,NA
FR69,B1,Pl,1,14.4,2,16.8,12.1,N,NA
FR69,B1,Pl,1,16.3,1,19.2,11.9,N,NA
FR69,B1,Pl,1,15.5,2,16.8,8.9,gall,NA
FR69,B1,Pl,3,13,NA,11.5,NA,N,broken top
FR69,B1,Pl,1,19.6,1,19.3,10.2,N,mechanical damage
FR69,B1,Pl,1,14.7,2,17.6,12,N,NA
FR69,B1,Pl,3,14,NA,13.3,NA,N,broken top
FR69,B1,Pl,1,14.9,2,16.9,10.1,N,mechanical damage
FR69,B1,Pl,3,14.7,NA,8.3,NA,N,broken top
FR69,B1,Pl,1,15.2,2,14.9,10.1,gall,NA
FR69,B1,Pl,1,20.2,2,18.1,9.2,N,NA
FR69,B1,Pl,3,15.9,NA,16,NA,N,NA
FR69,B1,Pl,1,20.2,1,19.5,10,N,mechanical damage
FR69,B1,Pl,1,13.7,2,16,10.2,N,NA
FR69,B1,Pl,1,13.1,2,16.6,12.4,N,mechanical damage
FR69,B1,Pl,1,12.9,2,13,9,N,NA
FR69,B1,Pl,1,15.3,2,16.6,12.4,N,mechanical damage
FR69,B1,Pl,1,15.7,2,16.1,10.4,N,mechanical damage
FR69,B1,Pl,1,15.1,2,14.4,10.1,N,mechanical damage
FR69,B1,Pl,3,13.4,NA,15.8,NA,N,NA
FR70,B1,Pl,4,24.6,NA,22.8,NA,MPB,NA
FR70,B1,Pl,4,22.5,NA,18.9,NA,MPB,NA
FR70,B1,Sx,1,13.6,1,9.8,4.8,N,NA
FR70,B1,Pl,4,18.7,NA,12.2,NA,MPB,NA
FR70,B1,Sx,4,14.2,NA,17.6,NA,N,NA
FR70,B1,Sx,1,14.1,1,8.7,3.3,N,NA
FR70,B1,Pl,4,18.4,NA,15.9,NA,MPB,NA
FR70,B1,Pl,4,29.6,NA,22.2,NA,MPB,NA
FR70,B1,Pl,4,15.6,NA,16.5,NA,MPB,NA
FR70,B1,Sx,1,15,1,15.2,1.7,N,NA
FR70,B1,Pl,4,25.7,NA,22.9,NA,MPB,NA
FR71,B1,Sx,4,16.2,NA,10.5,NA,N,NA
FR71,B1,Ep,6,19.4,NA,3.5,NA,N,broken top
FR71,B1,Ep,3,18.4,NA,4.6,NA,N,NA
FR71,B1,Sx,4,33.2,NA,21.7,NA,N,NA
FR71,B1,Ep,6,15.4,NA,2.6,NA,N,"char, broken top"
FR71,B1,Ep,5,19.4,NA,15,NA,N,NA
FR71,B1,Ep,6,23.2,NA,3.4,NA,N,NA
FR71,B1,Pl,6,29.3,NA,16.2,NA,galleries,NA
FR71,B1,Pl,6,35.3,NA,4.4,NA,N,NA
FR71,B1,Pl,6,29.6,NA,15.8,NA,N,NA
FR71,B1,At,6,27.5,NA,3.8,NA,N,NA
FR71,B1,Sx,1,18.1,1,10.2,5,N,NA
FR71,B1,At,4,24.2,NA,20.1,NA,N,fire scar
FR71,B1,Sx,4,12.7,NA,10.3,NA,N,NA
FR71,B1,Ep,6,15.2,NA,1.8,NA,N,NA
FR71,B1,At,6,23.8,NA,11.7,NA,N,NA
FR71,B1,At,6,25.8,NA,9.7,NA,N,NA
FR71,B1,At,6,35.1,NA,6,NA,N,NA
FR71,B1,At,6,24.9,NA,6.7,NA,N,NA
FR72,B1,NA,NA,NA,NA,NA,NA,NA,no trees
FR73,B1,Pl,1,14.9,1,14.2,9.3,N,NA
FR73,B1,UC,5,18.5,NA,13.3,NA,N,char
FR73,B1,Bl,1,15.5,1,12.5,1.5,N,NA
FR73,B1,Pl,1,13.8,1,13.5,5.3,N,NA
FR73,B1,Pl,1,12.8,1,11.7,5,N,NA
FR73,B1,Pl,1,15.3,1,12,4.1,N,NA
FR73,B1,Pl,1,15,1,12,3.4,N,NA
FR73,B1,Pl,1,13.5,1,11.9,5.2,N,NA
FR73,B1,Pl,1,13.1,1,11.5,5.2,N,NA
FR73,B1,Pl,1,15.6,1,12.8,5.2,N,NA
FR73,B1,Bl,2,17.7,1,13.1,1.9,N,NA
FR73,B1,Pl,1,18.9,1,14.4,4.3,N,NA
FR73,B1,UC,5,18.3,NA,13,NA,N,char
FR73,B1,Bl,1,12.8,1,11,1.3,N,NA
FR74,B1,Pl,1,16.9,2,13.9,6.2,N,NA
FR74,B1,Pl,1,16,2,13,6.7,N,scar at base
FR74,B1,Pl,1,13.5,2,12,6.4,N,NA
FR74,B1,Pl,1,15.3,2,12.6,6.5,N,NA
FR74,B1,Pl,2,19.2,2,14.5,6,gall,NA
FR74,B1,Pl,1,14.8,2,14.6,6.8,N,NA
FR74,B1,Pl,1,15.6,2,14.7,6.8,N,NA
FR74,B1,Pl,1,17,2,14.1,6.6,N,NA
FR74,B1,Pl,2,14.5,2,13.2,6.8,blister rust,NA
FR74,B1,Pl,2,18.4,2,15.2,6.8,blister rust,forked
FR74,B1,Pl,1,13.7,2,13.5,6.8,N,NA
FR74,B1,Pl,1,16.1,2,14,6.8,N,NA
FR74,B1,Pl,1,18,2,15.1,6.9,N,NA
FR74,B1,Pl,1,18.5,2,14.9,6.9,N,NA
FR74,B1,Pl,1,14.1,2,12.9,6.9,N,NA
FR74,B1,Pl,1,12.6,2,13,7.5,N,NA
FR74,B1,Pl,1,18,2,14.3,7.6,N,NA
FR74,B1,Pl,1,16,2,14,7.8,N,NA
FR74,B1,Pl,1,15.4,2,14.2,7.8,N,NA
FR74,B1,Pl,1,13.2,2,12.2,7.6,N,NA
FR74,B1,Pl,1,16.1,2,13.5,6.2,N,NA
FR74,B1,Pl,1,17.4,2,15.7,6.1,blister rust,NA
FR74,B1,Pl,1,14.9,2,13.3,5.7,N,NA
FR74,B1,Pl,1,15.4,2,13.3,6.2,N,NA
FR74,B1,Pl,1,18.4,2,13.6,7.1,N,NA
FR74,B1,Pl,1,17.9,2,16,6.5,N,forked
FR74,B1,Pl,1,14.6,2,13.5,7.7,N,NA
FR74,B1,Pl,1,13.6,2,12.5,8.1,N,NA
FR74,B1,Pl,1,15.6,2,13.5,6.6,N,NA
FR74,B1,Pl,1,17.3,2,14.3,6.6,N,NA
FR74,B1,Pl,1,15.1,2,13.8,6.6,N,NA
FR74,B1,Pl,1,13.7,2,13.3,7.5,N,NA
FR74,B1,Pl,1,12.6,2,13.3,7.5,N,NA
FR74,B1,Pl,1,14.9,2,13.7,6.8,N,NA
FR74,B1,Pl,1,13.2,2,13.5,6.8,N,NA
FR74,B1,Pl,1,15.8,2,13.7,7.2,N,NA
FR74,B1,Pl,1,15.1,2,14,7.2,N,NA
FR74,B1,Pl,1,14.1,2,12.4,7.7,N,scar at base
FR74,B1,Pl,1,14.3,2,12.4,7.7,N,forked
FR74,B1,Pl,1,15.4,2,13.2,7.5,N,NA
FR74,B1,Pl,1,15.3,2,13.2,7.6,N,NA
FR74,B1,Pl,1,15.3,2,13.3,7.2,N,NA
FR74,B1,Pl,1,16.1,2,13.5,7.2,N,NA
FR74,B1,Pl,1,18.7,2,15.4,7,N,NA
FR74,B1,Pl,1,15.8,2,15.5,7,N,NA
FR74,B1,Pl,1,14.8,2,13.6,6.7,N,NA
FR74,B1,Pl,1,14.1,2,12.8,7.2,N,NA
FR74,B1,Pl,1,15.1,2,12.4,7.2,N,NA
FR74,B1,Pl,2,18.1,2,14.1,7.6,gall,NA
FR74,B1,Pl,1,13.5,2,12.3,7,N,NA
FR74,B1,Pl,1,16.8,2,13.3,7,N,NA
FR74,B1,Pl,1,14.7,2,12.3,7,N,NA
FR74,B1,Pl,1,15,2,13.1,4.1,N,NA
FR74,B1,Pl,1,20,2,13.7,3.9,N,NA
FR74,B1,Pl,1,15.4,2,13.2,7,N,NA
FR75,B1,Pl,1,13.5,2,12.7,7,N,NA
FR75,B1,Pl,1,14.2,2,11.9,5.8,N,NA
FR75,B1,Pl,1,16.8,2,12.3,5,N,NA
FR75,B1,Pl,1,16.7,2,13,4.9,N,NA
FR75,B1,Pl,2,18.5,2,11.3,4,blister rust,NA
FR75,B1,Pl,2,18,2,13.3,6.3,blister rust,NA
FR75,B1,Pl,1,15.6,2,12.1,6.3,blister rust,NA
FR75,B1,Pl,1,12.8,2,12.5,5.4,N,NA
FR75,B1,Pl,1,15.5,2,11.2,5.8,blister rust,NA
FR75,B1,Pl,1,13.2,2,11.2,5.8,N,forked
FR75,B1,Pl,1,15.5,2,11.5,5.8,N,NA
FR75,B1,Pl,1,15.9,2,11.5,5.8,N,NA
FR75,B1,Pl,1,17.4,2,12.4,5.7,blister rust,forked
FR75,B1,Pl,1,14.5,2,12.3,5.8,N,NA
FR75,B1,Pl,1,13.6,2,11.1,6.1,N,NA
FR75,B1,Pl,1,17.6,2,12.7,5.7,blister rust,NA
FR75,B1,Pl,1,12.8,2,12.6,5.8,N,NA
FR75,B1,Pl,1,13.3,2,14.1,7.5,N,NA
FR75,B1,Pl,1,14.7,2,12.3,6.8,N,NA
FR75,B1,Pl,1,17.3,2,11.8,3.5,N,NA
FR75,B1,Pl,1,13.6,2,10.8,2.8,N,NA
FR75,B1,Pl,1,14.4,2,10.8,2.8,N,NA
FR75,B1,Pl,1,13.9,2,10.5,5.2,blister rust,NA
FR75,B1,Pl,1,13.8,2,10.8,5.2,N,NA
FR75,B1,Pl,1,15.8,2,12.9,5.3,blister rust,NA
FR75,B1,Pl,1,16.6,2,12.7,5.4,N,NA
FR75,B1,Pl,1,12.8,2,12.1,5.4,N,NA
FR75,B1,Pl,1,14,2,12.6,5.4,N,NA
FR75,B1,Pl,1,12.7,2,12.5,4.1,N,NA
FR75,B1,Pl,1,18.2,2,12.9,4,N,forked
FR75,B1,Pl,1,14.2,2,11.5,5.9,N,NA
FR75,B1,Pl,1,16.2,2,11.1,5.9,blister rust,NA
FR75,B1,Pl,1,13.6,2,12.7,7.3,N,NA
FR75,B1,Pl,1,12.8,2,12.1,6.1,N,NA
FR75,B1,Pl,1,15.2,2,11.9,6.1,N,NA
